Codice,Data,Piezometria (m),Soggiacenza (m)
PC55-01,23/3/2009,79.99,11.70
PC55-01,8/10/2009,72.34,19.35
PC55-01,28/4/2010,80.29,11.40
PC55-01,11/10/2010,73.54,18.15
PC55-01,4/4/2011,81.24,10.45
PC55-01,18/10/2011,70.39,21.30
PC55-01,19/3/2012,71.51,20.18
PC55-01,10/10/2012,69.34,22.35
PC55-01,4/4/2013,78.42,13.27
PC55-01,3/10/2013,71.32,20.37
PC55-01,30/5/2014,65.64,26.05
PC55-01,29/10/2014,73.47,18.22
PC55-01,15/6/2015,75.16,16.53
PC55-01,28/9/2015,68.57,23.12
PC55-01,29/3/2016,70.61,21.08
PC55-01,18/10/2016,67.91,23.78
PC55-01,15/3/2017,69.95,21.74
PC55-01,5/9/2017,61.02,30.67
PC55-01,18/4/2018,71.27,20.42
PC55-01,2/10/2018,72.90,18.79
PC55-01,15/5/2019,65.35,26.34
PC55-01,29/9/2020,67.76,23.93
PC55-01,16/3/2021,77.61,14.08
PC55-01,14/9/2021,65.32,26.37
PC55-01,13/4/2022,70.99,20.70
PC55-01,10/10/2022,64.19,27.50
PC55-01,18/4/2023,70.67,21.02
PC55-01,13/12/2023,68.90,22.79
PC55-01,6/6/2024,75.19,16.50
PC56-00,6/4/2009,47.18,14.85
PC56-00,21/10/2009,44.03,18.00
PC56-00,3/5/2010,46.33,15.70
PC56-00,5/10/2010,44.83,17.20
PC56-00,29/3/2011,47.33,14.70
PC56-00,7/11/2011,45.73,16.30
PC56-00,26/3/2012,43.73,18.30
PC56-00,24/9/2012,43.48,18.55
PC56-00,25/3/2013,47.30,14.73
PC56-00,8/10/2013,44.93,17.10
PC56-00,12/5/2014,46.63,15.40
PC56-00,29/9/2014,45.13,16.90
PC56-00,13/4/2015,46.36,15.67
PC56-00,12/10/2015,44.76,17.27
PC56-02,14/5/2019,49.30,7.10
PC56-02,9/10/2019,45.35,11.05
PC56-02,27/10/2020,48.85,7.55
PC56-02,18/5/2021,50.58,5.82
PC56-02,11/10/2021,51.19,5.21
PC56-02,10/5/2022,42.92,13.48
PC56-02,12/10/2022,43.85,12.55
PC56-02,6/5/2024,47.05,9.35
PC56-02,16/10/2024,47.25,9.15
PC56-03,7/11/2011,45.60,14.00
PC56-03,5/12/2011,45.79,13.81
PC56-03,8/3/2012,45.17,14.43
PC56-03,24/9/2012,44.30,15.30
PC56-03,25/3/2013,47.93,11.67
PC56-03,26/9/2013,45.64,13.96
PC56-03,13/5/2014,47.05,12.55
PC56-03,15/10/2014,47.00,12.60
PC56-03,13/4/2015,46.90,12.70
PC56-03,1/10/2015,45.52,14.08
PC56-03,4/4/2016,45.85,13.75
PC56-03,12/9/2016,44.01,15.59
PC56-03,30/5/2017,45.35,14.25
PC56-03,3/10/2017,44.15,15.45
PC56-03,9/5/2018,46.93,12.67
PC56-03,5/11/2018,46.38,13.22
PC56-03,17/4/2019,45.40,14.20
PC56-03,9/10/2019,44.77,14.83
PC56-03,27/10/2020,46.03,13.57
PC56-03,18/5/2021,46.16,13.44
PC56-03,11/10/2021,44.87,14.73
PC56-03,10/5/2022,45.22,14.38
PC56-03,12/10/2022,42.98,16.62
PC56-03,24/5/2023,45.08,14.52
PC56-03,29/11/2023,45.60,14.00
PC56-03,6/6/2024,48.60,11.00
PC56-03,16/10/2024,46.45,13.15
PC56-06,3/5/2010,41.80,15.90
PC56-06,5/10/2010,41.40,16.30
PC56-06,29/3/2011,41.60,16.10
PC56-06,7/11/2011,40.70,17.00
PC56-06,26/3/2012,41.30,16.40
PC56-06,24/9/2012,40.20,17.50
PC56-06,25/3/2013,41.90,15.80
PC56-06,8/10/2013,40.30,17.40
PC56-06,12/5/2014,41.90,15.80
PC56-06,29/9/2014,44.20,13.50
PC56-06,17/6/2020,44.38,13.32
PC56-06,27/10/2020,44.80,12.90
PC56-06,10/5/2022,51.90,5.80
PC56-06,12/10/2022,50.20,7.50
PC56-06,6/5/2024,43.65,14.05
PC56-06,16/10/2024,43.90,13.80
PC56-07,6/4/2009,47.00,5.00
PC56-07,21/10/2009,44.03,7.97
PC56-07,3/5/2010,46.20,5.80
PC56-07,5/10/2010,44.67,7.33
PC56-07,29/3/2011,47.00,5.00
PC56-07,8/11/2011,44.65,7.35
PC56-07,27/3/2012,43.85,8.15
PC56-07,24/9/2012,43.20,8.80
PC56-07,26/3/2013,46.55,5.45
PC56-07,9/10/2013,44.50,7.50
PC56-07,12/5/2014,46.40,5.60
PC56-07,13/10/2014,44.58,7.42
PC56-07,14/4/2015,46.10,5.90
PC56-07,13/10/2015,44.45,7.55
PC56-07,4/4/2016,44.67,7.33
PC56-07,19/9/2016,43.50,8.50
PC56-07,6/6/2017,43.88,8.12
PC56-07,4/10/2017,43.30,8.70
PC56-07,15/5/2018,45.90,6.10
PC56-07,5/11/2018,44.79,7.21
PC56-07,14/5/2019,44.60,7.40
PC56-07,9/10/2019,44.55,7.45
PC56-07,17/6/2020,44.89,7.11
PC56-07,27/10/2020,45.00,7.00
PC56-07,18/5/2021,45.20,6.80
PC56-07,11/10/2021,44.03,7.97
PC56-07,10/5/2022,45.15,6.85
PC56-07,12/10/2022,43.30,8.70
PC56-07,24/5/2023,44.30,7.70
PC56-07,29/11/2023,44.95,7.05
PC56-07,6/5/2024,43.75,8.25
PC56-07,16/10/2024,44.75,7.25
PC56-08,25/3/2013,47.10,16.90
PC56-08,8/10/2013,45.13,18.87
PC56-08,13/5/2014,56.62,7.38
PC56-08,15/10/2014,45.83,18.17
PC56-08,13/4/2015,46.48,17.52
PC56-08,12/10/2015,45.03,18.97
PC56-08,4/4/2016,43.20,20.80
PC56-08,12/9/2016,43.45,20.55
PC56-08,30/5/2017,44.70,19.30
PC56-08,3/10/2017,43.75,20.25
PC56-08,16/5/2018,46.43,17.57
PC56-08,6/11/2018,46.20,17.80
PC56-08,15/5/2019,45.55,18.45
PC56-08,22/10/2019,46.40,17.60
PC56-08,17/6/2020,45.70,18.30
PC56-08,27/10/2020,46.12,17.88
PC56-08,17/5/2021,45.82,18.18
PC56-08,12/10/2021,44.44,19.56
PC56-08,17/5/2022,44.45,19.55
PC56-08,17/10/2022,43.84,20.16
PC56-08,27/6/2023,44.14,19.86
PC56-08,27/11/2023,45.90,18.10
PC56-08,6/5/2024,47.80,16.20
PC56-08,16/10/2024,45.80,18.20
PC56-09,7/4/2009,44.75,11.35
PC56-09,26/10/2009,44.75,11.35
PC56-09,4/5/2010,46.85,9.25
PC56-09,6/10/2010,45.50,10.60
PC56-09,31/3/2011,47.00,9.10
PC56-09,8/11/2011,44.63,11.47
PC56-09,27/3/2012,45.02,11.08
PC56-09,24/9/2012,43.55,12.55
PC56-09,26/3/2013,47.25,8.85
PC56-09,9/10/2013,44.85,11.25
PC56-09,12/5/2014,47.63,8.47
PC56-09,13/10/2014,45.55,10.55
PC56-09,14/4/2015,46.87,9.23
PC56-09,13/10/2015,45.05,11.05
PC56-09,4/4/2016,45.95,10.15
PC56-09,19/9/2016,44.10,12.00
PC56-09,6/6/2017,44.50,11.60
PC56-09,4/10/2017,43.43,12.67
PC56-09,15/5/2018,46.26,9.84
PC56-09,5/11/2018,44.88,11.22
PC56-09,14/5/2019,45.55,10.55
PC56-09,9/10/2019,45.65,10.45
PC56-09,27/10/2020,45.23,10.87
PC56-09,18/5/2021,46.82,9.28
PC56-09,11/10/2021,44.85,11.25
PC56-09,10/5/2022,45.08,11.02
PC56-09,12/10/2022,42.48,13.62
PC56-09,24/5/2023,45.25,10.85
PC56-09,29/11/2023,43.41,12.69
PC56-09,27/11/2024,46.50,9.60
PC56-10,26/10/2009,45.15,4.85
PC56-10,4/5/2010,46.50,3.50
PC56-10,6/10/2010,45.75,4.25
PC56-10,31/3/2011,46.40,3.60
PC56-10,8/11/2011,46.28,3.72
PC56-10,27/3/2012,44.92,5.08
PC56-10,2/5/2012,45.33,4.67
PC56-10,5/6/2012,45.53,4.47
PC56-10,28/6/2012,45.12,4.88
PC56-10,1/8/2012,44.70,5.30
PC56-10,18/9/2012,44.75,5.25
PC56-10,15/10/2012,44.90,5.10
PC56-10,7/11/2012,45.12,4.88
PC56-10,4/12/2012,45.80,4.20
PC56-10,15/1/2013,45.34,4.66
PC56-10,5/2/2013,45.50,4.50
PC56-10,4/3/2013,45.50,4.50
PC56-10,26/3/2013,46.25,3.75
PC56-10,15/4/2013,46.25,3.75
PC56-10,27/5/2013,47.34,2.66
PC56-10,17/6/2013,46.55,3.45
PC56-10,2/7/2013,46.10,3.90
PC56-10,21/8/2013,45.35,4.65
PC56-10,3/9/2013,45.35,4.65
PC56-10,1/10/2013,45.25,4.75
PC56-10,12/11/2013,45.40,4.60
PC56-10,11/12/2013,45.35,4.65
PC56-10,14/1/2014,45.90,4.10
PC56-10,19/2/2014,46.60,3.40
PC56-10,11/3/2014,46.75,3.25
PC56-10,28/4/2014,46.10,3.90
PC56-10,26/5/2014,46.05,3.95
PC56-10,13/10/2014,45.30,4.70
PC56-10,14/4/2015,46.03,3.97
PC56-10,6/6/2017,43.95,6.05
PC56-10,15/5/2018,41.70,8.30
PC56-10,5/11/2018,40.50,9.50
PC56-10,14/5/2019,44.40,5.60
PC56-10,9/10/2019,45.48,4.52
PC56-10,27/10/2020,40.42,9.58
PC56-10,18/5/2021,39.08,10.92
PC56-10,11/10/2021,39.37,10.63
PC56-10,10/5/2022,44.88,5.12
PC56-10,12/10/2022,45.00,5.00
PC56-10,24/5/2023,45.60,4.40
PC56-10,29/11/2023,46.60,3.40
PC56-10,27/11/2024,42.30,7.70
PC56-11,26/10/2009,42.67,3.93
PC56-11,4/5/2010,43.27,3.33
PC56-11,7/10/2010,42.37,4.23
PC56-11,31/3/2011,43.87,2.73
PC56-11,8/11/2011,41.44,5.16
PC56-11,27/3/2012,42.44,4.16
PC63-01,26/10/2009,42.20,6.70
PC63-01,4/5/2010,43.50,5.40
PC63-01,6/10/2010,42.80,6.10
PC63-01,29/3/2011,43.88,5.02
PC63-01,8/11/2011,42.65,6.25
PC63-01,27/3/2012,42.63,6.27
PC63-01,24/9/2012,41.90,7.00
PC63-01,26/3/2013,43.93,4.97
PC63-01,9/10/2013,42.47,6.43
PC63-01,12/5/2014,43.50,5.40
PC63-01,13/10/2014,42.00,6.90
PC63-01,14/4/2015,43.50,5.40
PC63-01,13/10/2015,42.45,6.45
PC63-01,5/4/2016,42.89,6.01
PC63-01,2/5/2016,42.83,6.07
PC63-01,19/9/2016,42.01,6.89
PC63-01,6/6/2017,42.25,6.65
PC63-01,4/10/2017,41.76,7.14
PC63-01,15/5/2018,43.73,5.17
PC63-01,5/11/2018,42.77,6.13
PC63-01,14/5/2019,42.90,6.00
PC63-01,9/10/2019,42.55,6.35
PC63-01,27/10/2020,43.82,5.08
PC63-01,18/5/2021,42.95,5.95
PC63-01,11/10/2021,41.80,7.10
PC63-01,10/5/2022,42.55,6.35
PC63-01,12/10/2022,43.30,5.60
PC63-01,24/5/2023,44.35,4.55
PC63-01,29/11/2023,43.77,5.13
PC63-01,27/11/2024,45.65,3.25
PC64-00,26/10/2009,50.49,16.65
PC64-00,4/5/2010,57.09,10.05
PC64-00,4/10/2010,53.09,14.05
PC64-00,28/3/2011,58.39,8.75
PC64-00,22/11/2011,51.56,15.58
PC64-00,16/4/2012,51.72,15.42
PC64-00,22/10/2012,47.96,19.18
PC64-00,27/3/2013,54.89,12.25
PC64-00,9/10/2013,50.24,16.90
PC64-00,12/5/2014,45.54,21.60
PC64-00,13/10/2014,48.51,18.63
PC64-00,14/4/2015,54.94,12.20
PC64-00,13/10/2015,50.11,17.03
PC64-00,4/4/2016,46.30,20.84
PC64-00,19/9/2016,39.49,27.65
PC64-00,21/6/2017,42.69,24.45
PC64-00,18/10/2017,40.04,27.10
PC64-00,22/5/2018,45.64,21.50
PC64-00,14/11/2018,49.29,17.85
PC64-00,21/5/2019,52.26,14.88
PC64-00,16/10/2019,47.54,19.60
PC64-00,17/6/2020,46.29,20.85
PC64-00,4/11/2020,51.29,15.85
PC64-00,18/10/2022,47.18,19.96
PC64-00,13/11/2023,49.45,17.69
PC64-00,20/5/2024,47.54,19.60
PC64-00,16/10/2024,48.44,18.70
PC69-00,21/10/2009,44.70,16.30
PC69-00,3/5/2010,46.78,14.22
PC69-00,5/10/2010,48.48,12.52
PC69-00,29/3/2011,47.30,13.70
PC69-00,7/11/2011,45.70,15.30
PC69-00,26/3/2012,44.63,16.37
PC69-00,24/9/2012,43.90,17.10
PC69-00,25/3/2013,44.45,16.55
PC69-00,8/10/2013,46.48,14.52
PC69-00,13/5/2014,48.46,12.54
PC69-00,15/10/2014,46.52,14.48
PC69-00,12/10/2015,45.65,15.35
PC69-00,4/4/2016,45.98,15.02
PC69-00,12/9/2016,44.30,16.70
PC69-00,30/5/2017,45.08,15.92
PC69-00,4/10/2017,44.32,16.68
PC69-00,9/5/2018,47.60,13.40
PC69-00,5/11/2018,46.93,14.07
PC69-00,14/5/2019,47.40,13.60
PC69-00,9/10/2019,48.06,12.94
PC69-00,17/6/2020,48.45,12.55
PC69-00,27/10/2020,47.05,13.95
PC69-00,18/5/2021,46.42,14.58
PC69-00,11/10/2021,45.25,15.75
PC69-00,10/5/2022,45.35,15.65
PC69-00,12/10/2022,47.80,13.20
PC69-00,24/5/2023,46.50,14.50
PC69-00,29/11/2023,47.20,13.80
PC75-00,29/5/2014,122.08,31.72
PC75-00,14/10/2014,120.08,33.72
PC75-00,22/4/2015,123.98,29.82
PC75-00,14/10/2015,115.08,38.72
PC75-00,16/5/2018,113.68,40.12
PC75-00,22/10/2019,114.73,39.07
PC75-00,17/6/2020,119.98,33.82
PC75-00,28/10/2020,117.10,36.70
PC75-00,17/5/2022,116.73,37.07
PC75-00,17/10/2022,115.48,38.32
PC75-00,27/6/2023,111.77,42.03
PC75-00,29/11/2023,111.00,42.80
PC75-00,20/5/2024,122.38,31.42
PC75-00,7/11/2024,122.88,30.92
PC77-01,19/10/2009,61.67,75.33
PC77-01,31/5/2010,92.32,44.68
PC77-01,9/11/2010,86.42,50.58
PC77-01,21/4/2011,89.82,47.18
PC77-01,24/10/2011,83.80,53.20
PC77-01,8/5/2012,84.57,52.43
PC77-01,24/10/2012,78.79,58.21
PC77-01,15/5/2013,89.62,47.38
PC77-01,23/10/2013,85.22,51.78
PC77-01,19/5/2014,90.72,46.28
PC77-01,24/9/2014,90.27,46.73
PC77-01,29/4/2015,92.42,44.58
PC77-01,27/10/2015,89.52,47.48
PC77-01,22/3/2016,85.42,51.58
PC77-01,14/9/2016,82.52,54.48
PC77-01,17/5/2017,82.32,54.68
PC77-01,12/9/2017,73.72,63.28
PC77-01,8/5/2018,82.22,54.78
PC77-01,17/10/2018,82.67,54.33
PC77-01,7/5/2019,83.42,53.58
PC77-01,30/9/2019,84.72,52.28
PC77-01,8/6/2020,90.80,46.20
PC77-01,22/9/2020,81.92,55.08
PC77-01,31/3/2021,90.17,46.83
PC77-01,6/10/2021,70.82,66.18
PC77-01,4/5/2022,93.31,43.69
PC77-01,27/9/2022,96.02,40.98
PC77-01,17/10/2023,89.05,47.95
PC77-01,7/5/2024,86.52,50.48
PC80-00,28/10/2009,33.11,5.30
PC80-00,20/5/2010,34.06,4.35
PC80-00,26/10/2010,33.51,4.90
PC80-00,26/4/2011,33.96,4.45
PC80-00,14/11/2011,33.41,5.00
PC80-00,12/3/2012,32.51,5.90
PC80-00,10/9/2012,32.36,6.05
PC80-00,9/4/2013,33.26,5.15
PC80-00,16/10/2013,33.36,5.05
PC80-00,5/5/2014,34.08,4.33
PC80-00,4/11/2014,33.26,5.15
PC80-00,23/4/2015,34.41,4.00
PC80-00,19/10/2015,33.16,5.25
PC80-00,27/4/2016,32.81,5.60
PC80-00,21/9/2016,32.48,5.93
PC80-00,24/5/2017,34.56,3.85
PC80-00,24/10/2017,31.96,6.45
PC80-00,9/5/2018,32.11,6.30
PC80-00,7/11/2018,32.19,6.22
PC80-00,22/5/2019,33.41,5.00
PC80-00,15/10/2019,33.67,4.74
PC80-00,3/11/2020,34.56,3.85
PC80-00,24/5/2021,34.91,3.50
PC80-00,19/10/2022,33.53,4.88
PC80-00,21/6/2023,33.41,5.00
PC80-00,23/10/2023,30.51,7.90
PC80-00,3/6/2024,33.81,4.60
PC81-00,22/10/2009,52.11,23.28
PC81-00,3/5/2010,57.86,17.53
PC81-00,5/10/2010,52.99,22.40
PC81-00,21/3/2011,59.44,15.95
PC81-00,23/11/2011,52.59,22.80
PC81-00,19/3/2012,50.77,24.62
PC81-00,17/9/2012,48.84,26.55
PC81-00,2/4/2013,59.21,16.18
PC81-00,14/10/2013,53.22,22.17
PC81-00,29/5/2014,56.94,18.45
PC81-00,29/9/2014,51.99,23.40
PC81-00,22/4/2015,58.07,17.32
PC81-00,14/10/2015,51.44,23.95
PC81-00,5/4/2016,52.82,22.57
PC81-00,20/9/2016,50.54,24.85
PC81-00,7/6/2017,49.41,25.98
PC81-00,18/10/2017,49.14,26.25
PC81-00,16/5/2018,53.61,21.78
PC81-00,6/11/2018,52.32,23.07
PC81-00,15/5/2019,53.29,22.10
PC81-00,22/10/2019,50.08,25.31
PC81-00,17/6/2020,54.69,20.70
PC81-00,28/10/2020,54.11,21.28
PC81-00,17/5/2021,55.03,20.36
PC81-00,12/10/2021,50.64,24.75
PC81-00,17/5/2022,52.02,23.37
PC81-00,17/10/2022,55.54,19.85
PC81-00,27/6/2023,54.01,21.38
PC81-00,27/11/2023,52.64,22.75
PC81-00,6/5/2024,59.84,15.55
PC81-00,27/11/2024,53.94,21.45
PC82-00,26/3/2009,95.70,5.10
PC82-00,15/10/2009,92.14,8.66
PC82-00,31/5/2010,95.74,5.06
PC82-00,8/11/2010,93.74,7.06
PC82-00,19/4/2011,94.34,6.46
PC82-00,25/10/2011,88.68,12.12
PC82-00,7/5/2012,88.19,12.61
PC82-00,24/10/2012,85.74,15.06
PC82-00,14/5/2013,94.76,6.04
PC82-00,24/10/2013,88.64,12.16
PC82-00,20/5/2014,91.76,9.04
PC82-00,23/10/2014,89.86,10.94
PC82-00,29/4/2015,94.56,6.24
PC82-00,27/10/2015,88.09,12.71
PC82-00,22/3/2016,89.44,11.36
PC82-00,14/9/2016,87.04,13.76
PC82-00,17/5/2017,84.37,16.43
PC82-00,12/9/2017,80.54,20.26
PC82-00,8/5/2018,88.36,12.44
PC82-00,17/10/2018,85.12,15.68
PC82-00,7/5/2019,88.54,12.26
PC82-00,30/9/2019,88.84,11.96
PC82-00,8/6/2020,94.64,6.16
PC82-00,22/9/2020,87.09,13.71
PC82-00,31/3/2021,82.74,18.06
PC82-00,6/10/2021,87.37,13.43
PC82-00,4/5/2022,88.52,12.28
PC82-00,27/9/2022,75.94,24.86
PC82-00,9/5/2023,82.76,18.04
PC82-00,17/10/2023,83.64,17.16
PC82-00,7/5/2024,91.14,9.66
PC82-00,16/12/2024,91.94,8.86
